Data
4.631383676501587e-06
4.478890375721752e-06
4.547743000038175e-06
4.460860289647412e-06
4.339399219338863e-06
4.3784870143765555e-06
4.239060508517653e-06
4.0452010200141655e-06
4.019123163241682e-06
3.7981653672641216e-06
3.4865952705787444e-06
3.3744493444847397e-06
3.1116282633037313e-06
2.73861266821197e-06
2.567627039557324e-06
2.286639614985773e-06
1.898263240640188e-06
1.7201221764928553e-06
1.4587060895562004e-06
1.0869535591023992e-06
9.531717939010509e-07
8.13163763837376e-07
6.381378273988449e-07
7.7670366746601e-07
9.3505545458144e-07
1.0046390611869857e-06
1.3738057679165368e-06
1.766347607773485e-06
1.9376194334480156e-06
2.2540908085605154e-06
2.5827729405319635e-06
2.7061056325178644e-06
2.9299124491516547e-06
3.1053375683110327e-06
3.0361031863321063e-06
3.094481923921347e-06
3.1536423288768256e-06
2.9313384745020777e-06
2.7981600575523968e-06
2.728235917445924e-06
2.4261756439921835e-06
2.1993003138652416e-06
2.04760956409897e-06
1.688718957427791e-06
1.4358670747601925e-06
1.3023839204346352e-06
9.59656408400227e-07
7.098711927954294e-07
6.324695778195962e-07
3.7618382711883e-07
1.8803913695317658e-07
1.9283238742617525e-07
5.6564432431968335e-08
0.0
1.4539019039086813e-07
1.3038170428291935e-07
1.7286554326911985e-07
4.677527257895977e-07
6.585296293072412e-07
8.967338523010531e-07
1.3672543618679423e-06
1.7176446639753205e-06
2.0914738616870006e-06
2.7409655137476407e-06
3.355335817468719e-06
4.009840221240673e-06
4.902537047277745e-06
5.705782583743862e-06
6.495756141731627e-06
7.488633373579987e-06
8.291221183598908e-06
8.91996916773217e-06
9.702236017526027e-06
1.0318882107178377e-05
1.07006266136819e-05
1.1172857852890465e-05
1.1502282572280063e-05
1.1632454722988933e-05
1.1874194928368638e-05
1.1959464891564367e-05
1.1827545066041276e-05
1.1886220082220278e-05
1.1926221435973782e-05
1.1786145917798371e-05
1.1819451272262488e-05
1.186681338715221e-05
1.1773083711006772e-05
1.1860027761466526e-05
1.191549033258645e-05
1.1747524548300337e-05
1.1770567426905056e-05
1.1834987593425102e-05
1.1653362499719085e-05
1.162660093227066e-05
1.1741800187613198e-05
1.1709423861645847e-05
1.1821798902240573e-05
1.2035357267705812e-05
1.2089017873878144e-05
1.2319523814890038e-05
1.2672486180820983e-05
1.279378354925038e-05
1.3022296544745318e-05
